nome_conta,Date,nome_campanha,tipo_rede_ad,impressoes,cliques,interacoes,conversoes,valor_conversoes,investido
Intelbras - Redes (A7B),2022-11-18,[REDES - CAB-ESTRUT] TRÁFEGO (search) - Racks e Acessórios,SEARCH,10684.5,544.0,544.0,34.510000000000005,34.510000000000005,489.09
Intelbras - Controle de Acesso (A7B),2022-11-18,[CONT-ACESS - AUT-PORTÕES] TRÁFEGO (search) - Automatizadores Awareness,SEARCH,11279.5,510.0,510.0,68.0,68.0,577.32
Intelbras - E-commerce (A7B),2022-11-18,[Casa Inteligente] PMax: Soluções Residenciais - Smart Shopping - Fechadura Eletrônica - Casa Inteligente - 06/2022,MIXED,3420.5,63.0,63.0,0.825,0.825,36.8828885
Intelbras - Energia Solar (A7B),2022-11-18,[ES - OG] Consideração (In-stream) - Revenda Solar,CONTENT,12146.5,51.0,10744.0,0.0,0.0,265.4451655
Intelbras - Controle de Acesso (A7B),2022-11-18,[CONT-ACESS - HOME-OFFICE] ALCANCE (youtube) - Allo Box,YOUTUBE_WATCH,96288.0,8.5,60724.0,0.0,0.0,403.7265995
Intelbras - Energia Solar (A7B),2022-11-18,[ES - OG] Leads (PMAX) - Simulador Solar,MIXED,3445390.0,10608.0,10608.0,1062.5,1062.5,4534.5328335
Intelbras - E-commerce (A7B),2022-11-18,PMax: Soluções Residenciais - Smart Shopping - Lâmpada Inteligente - Casa Inteligente - 06/2022,MIXED,145328.0,1408.0,1408.0,47.680000000000007,47.680000000000007,1466.241312
Intelbras - E-commerce (A7B),2022-11-18,[Casa Inteligente] PMax: Soluções Residenciais - Smart Shopping - Lâmpada Inteligente - Casa Inteligente - 06/2022,MIXED,9083.0,88.0,88.0,2.98,2.98,91.640082
Intelbras - Redes (A7B),2022-11-18,[REDES - HOME-OFFICE] ALCANCE - Roteadores Residenciais - Twibi,YOUTUBE_WATCH,62458.0,59.5,59.5,0.0,0.0,333.4157725
Intelbras - Energia Solar (A7B),2022-11-18,[ES - OG] Leads (Search) - Simulador Solar,SEARCH,77460.5,6494.0,6494.0,2122.025,2122.025,8354.65
Intelbras - Redes (A7B),2022-11-18,[REDES - HOME-OFFICE] TRÁFEGO (search) - Wi-Force W5 1200 G,SEARCH,9341.5,850.0,850.0,119.0,119.0,408.68
Intelbras - Redes (A7B),2022-11-18,[REDES - HOME-OFFICE] TRÁFEGO (search) - Lançamento Roteador RX 1500,SEARCH,10353.0,476.0,476.0,93.5,93.5,582.165
Intelbras - E-commerce (A7B),2022-11-18,[E-COMMERCE] PMax: Outras Categorias - Conversão,MIXED,91256.0,1208.5,1208.5,83.41,83.41,941.2112915
Intelbras - Redes (A7B),2022-11-18,[REDES - FIBRA-ÓPTICA] TRÁFEGO (display) - Fibra Óptica,CONTENT,1334.5,102.0,102.0,59.5,59.5,565.25
Intelbras - Redes (A7B),2022-11-18,[REDES - EMP-CORP] TRÁFEGO (display) - Redes Empresariais,CONTENT,53023.0,1810.5,1810.5,427.63500000000022,427.63500000000022,4630.8614635
Intelbras - Segurança (A7B),2022-11-18,[SEG - TMR] Tráfego (Discovery) - Micro SD,MIXED,7913.5,51.0,1334.5,0.0,0.0,252.0522
Intelbras - Controle de Acesso (A7B),2022-11-18,[CONT-ACESS - AUT-PORTÕES] CONSIDERAÇÃO (youtube) - Automatizadores Awareness,YOUTUBE_WATCH,27676.0,178.5,14781.5,0.0,0.0,477.034416
Intelbras - E-commerce (A7B),2022-11-18,Parceiros - Compra Fácil - Com Instalação - Cidades Pequenas,MIXED,10904.0,104.0,104.0,0.0,0.0,72.4
Intelbras - Comunicação (A7B),2022-11-18,[CM - EC] Conversão (PMAX) - Wide Chat,MIXED,5984.0,221.0,926.5,12.75,12.75,221.5722965
Intelbras - Controle de Acesso (A7B),2022-11-18,[CONT-ACESS - EMP-CORP] CONVERSÕES (pmax) - Linha de Faciais,MIXED,127100.5,3213.0,3213.0,0.0,0.0,3302.142407
Intelbras - Energia Solar (A7B),2022-11-18,[ES - OG] Remarketing (Display) - Simulador Solar,CONTENT,19150.5,1776.5,1776.5,42.5,42.5,159.375
Intelbras - Segurança (A7B),2022-11-18,[SEG - AS] Leads (Search) - Série 8000,CONTENT,102.0,8.5,8.5,0.0,0.0,6.157978
Intelbras - E-commerce (A7B),2022-11-18,[EN - FT] Purchase (Display) - Acessórios USB,CONTENT,8678.5,51.0,51.0,0.0,0.0,10.9940275
Intelbras - Comunicação (A7B),2022-11-18,[HO] Display - Izy Play,CONTENT,17.0,0.0,0.0,0.0,0.0,0.0
Intelbras - Solução Residencial (A7B),2022-11-18,AT - Sol. Residenciais - Venda - Casa Inteligente - Display Remarketing - Jul/22,CONTENT,81098.5,1105.0,1105.0,0.0,0.0,1292.664275
Intelbras - Energia Solar (A7B),2022-11-18,[ES - OG] Lead (Search) - SeP Agronegocio,SEARCH,4301.0,153.0,153.0,0.0,0.0,412.42
Intelbras - E-commerce (A7B),2022-11-18,[CORP - ECOM] Purchase (Search) - Black November [Geral],SEARCH,246.5,8.5,8.5,0.0,0.0,0.255
Intelbras - E-commerce (A7B),2022-11-18,[EN - FT] Purchase (Search) - Acessórios USB,SEARCH,4088.5,85.0,85.0,0.0,0.0,24.48
Intelbras - E-commerce (A7B),2022-11-18,[E-COMMERCE] Institucional - Conversão,SEARCH,248319.0,19261.0,19261.0,136.0,136.0,2268.48
Intelbras - Solução Residencial (A7B),2022-11-18,AT - Sol. Residenciais - Venda - Casa Inteligente - Lar e Entretenimento - Específica - Jun/22,SEARCH,58395.0,1453.5,1453.5,0.0,0.0,1265.905
Intelbras - Solução Residencial (A7B),2022-11-18,AT - Sol. Residenciais - Venda - Casa Inteligente - Segurança - Específica - Jun/22,SEARCH,39253.0,2184.5,2184.5,8.5,8.5,1141.975
Intelbras - Redes (A7B),2022-11-18,[REDES - CAB-ESTRUT] TRÁFEGO (search) - Cabos e passivos,SEARCH,4326.5,187.0,187.0,25.5,25.5,172.465
Intelbras - Controle de Acesso (A7B),2022-11-18,[CONT-ACESS - INC-ILU] TRÁFEGO (search) - Incêndio,SEARCH,9112.0,654.5,654.5,25.5,25.5,703.545
Intelbras - Comunicação (A7B),2022-11-18,[CM - PRF] Tráfego (Search) - Ambiente de trabalho,SEARCH,54655.0,1147.5,1147.5,0.0,0.0,884.935
Intelbras - E-commerce (A7B),2022-11-18,PMax: [E-COMMERCE] Outras Categorias - Conversão,MIXED,1460096.0,19336.0,19336.0,1334.5600000000009,1334.5600000000009,15059.380664
Intelbras - E-commerce (A7B),2022-11-18,[E-COMMERCE] PMax Residências - Venda,MIXED,332350.0,3978.0,3978.0,211.39500000000004,211.39500000000004,2577.997963
Intelbras - E-commerce (A7B),2022-11-18,[Casa Inteligente] PMax: Soluções Residenciais - Smart Shopping - Casa Inteligente - Demais Produtos - 06/2022,MIXED,13367.5,152.5,152.5,0.54,0.54,118.227423
Intelbras - E-commerce (A7B),2022-11-18,PMax: Soluções Residenciais - Smart Shopping - Fechadura Eletrônica - Casa Inteligente - 06/2022,MIXED,54728.0,1008.0,1008.0,13.200000000000001,13.200000000000001,590.126216
Intelbras - Solução Grandes Empresas (A7B),2022-11-18,AT - Soluções Agro - Reconhecimento de Marca,CONTENT,1278791.0,1751.0,1751.0,0.0,0.0,951.367396
Intelbras - Redes (A7B),2022-11-18,[REDES - HOME-OFFICE] TRÁFEGO (display) - Roteadores Residenciais - Wi-Force,CONTENT,73491.0,2558.5,2558.5,23.714999999999993,23.714999999999993,1797.782317
Intelbras - E-commerce (A7B),2022-11-17,[E-Commerce] Parceiros - Compra Fácil - Com Instalação - Cidades Pequenas,MIXED,940.0,24.0,24.0,0.0,0.0,5.1826075
Intelbras - E-commerce (A7B),2022-11-17,[E-COMMERCE] PMax Residências - Venda,MIXED,228930.5,2652.0,2652.0,76.5,76.5,1253.8942025
Intelbras - E-commerce (A7B),2022-11-17,[EN - FT] Purchase (Display) - Acessórios USB,CONTENT,3085.5,34.0,34.0,0.0,0.0,22.4534555
Intelbras - Redes (A7B),2022-11-17,[REDES - EMP-CORP] RECONHECIMENTO (youtube) - Business-Fi,YOUTUBE_WATCH,109378.0,0.0,1878.5,0.0,0.0,122.06
Intelbras - Redes (A7B),2022-11-17,[REDES - EMP-CORP] TRÁFEGO (display) - Redes Empresariais,CONTENT,90856.5,2065.5,2065.5,418.28499999999946,418.28499999999946,4771.1328835
Intelbras - Energia Solar (A7B),2022-11-17,[ES - OG] Remarketing (Display) - Simulador Solar,CONTENT,27251.0,3247.0,3247.0,34.0,34.0,127.5
Intelbras - Energia Solar (A7B),2022-11-17,[ES - OG] Reconhecimento (Bumper) - Simulador Solar,YOUTUBE_WATCH,496238.5,17.0,17.0,8.5,8.5,1263.081742
Intelbras - Segurança (A7B),2022-11-17,[SEG - CFTVIP] Remarketing (Display) - CFTV IP Live,CONTENT,16957.5,144.5,144.5,0.0,0.0,77.456148
Intelbras - Solução Grandes Empresas (A7B),2022-11-17,AT - Soluções Agro - Reconhecimento de Marca,CONTENT,295230.5,204.0,204.0,0.0,0.0,221.0058905
Intelbras - Redes (A7B),2022-11-17,[REDES - EMP-CORP] TRÁFEGO (search) - Business-Fi,SEARCH,5567.5,382.5,382.5,68.0,68.0,251.005
Intelbras - Energia Solar (A7B),2022-11-17,[ES - OG] Leads (Search) - SeP Grandes Empresas,SEARCH,4369.0,161.5,161.5,0.0,0.0,634.78
Intelbras - Energia Solar (A7B),2022-11-17,[ES - OG] Leads (Search) - Revenda Solar,SEARCH,7165.5,714.0,714.0,48.195000000000007,48.195000000000007,1147.245
Intelbras - Segurança (A7B),2022-11-17,[SEG - TMR] Tráfego (Search) - BodyCam,SEARCH,4743.0,127.5,127.5,0.0,0.0,91.63
Intelbras - Segurança (A7B),2022-11-17,[SEG - TMR] Tráfego (Search) - Micro SD,SEARCH,28424.0,739.5,739.5,0.0,0.0,308.38
Intelbras - Controle de Acesso (A7B),2022-11-17,[CONT-ACESS - AUT-PORTÕES] TRÁFEGO (search) - Automatizadores Awareness,SEARCH,4156.5,272.0,272.0,42.5,42.5,131.155
Intelbras - E-commerce (A7B),2022-11-17,[E-COMMERCE] Institucional - Conversão,SEARCH,310471.0,24811.5,24811.5,110.5,110.5,2928.59
Intelbras - E-commerce (A7B),2022-11-17,PMax: Soluções Residenciais - Smart Shopping - Lâmpada Inteligente - Casa Inteligente - 06/2022,MIXED,212896.0,2824.0,2824.0,79.6,79.6,2165.05852
Intelbras - E-commerce (A7B),2022-11-17,[Casa Inteligente] PMax: Soluções Residenciais - Smart Shopping - Lâmpada Inteligente - Casa Inteligente - 06/2022,MIXED,13306.0,176.5,176.5,4.975,4.975,135.3161575
Intelbras - Comunicação (A7B),2022-11-17,[CM - EC] Conversão (PMAX) - Wide Chat,MIXED,8483.0,348.5,816.0,25.5,25.5,381.0536825
Intelbras - Solução Residencial (A7B),2022-11-17,AT - Sol. Residenciais - Venda - Casa Inteligente - Display Remarketing - Jul/22,CONTENT,133424.5,1402.5,1402.5,0.0,0.0,1471.9246085
Intelbras - Energia Solar (A7B),2022-11-17,[ES - OG] Consideração (In-stream) - Revenda Solar,CONTENT,10191.5,25.5,8593.5,0.0,0.0,220.2552555
Intelbras - E-commerce (A7B),2022-11-17,[Casa Inteligente] PMax: Soluções Residenciais - Smart Shopping - Fechadura Eletrônica - Casa Inteligente - 06/2022,MIXED,2746.5,28.0,28.0,0.0,0.0,16.1449375
Intelbras - Controle de Acesso (A7B),2022-11-17,[CONT-ACESS - EMP-CORP] CONVERSÕES (pmax) - Linha de Faciais,MIXED,119.0,0.0,0.0,0.0,0.0,0.0
Intelbras - Energia Solar (A7B),2022-11-17,[ES - OG] Leads (Search) - Simulador Solar,CONTENT,8.5,0.0,0.0,0.0,0.0,0.0
Intelbras - Segurança (A7B),2022-11-17,[SEG - CFTVIP] (Bumper) - CFTV IP Live,YOUTUBE_WATCH,463.0,0.0,0.0,0.0,0.0,3.668213
Intelbras - Redes (A7B),2022-11-17,[REDES - HOME-OFFICE] TRÁFEGO (search) - Roteadores Residenciais - Twibi,SEARCH,26282.0,1283.5,1283.5,31.450000000000024,31.450000000000024,1014.9
Intelbras - Redes (A7B),2022-11-17,[REDES - CAB-ESTRUT] TRÁFEGO (search) - Cabos e passivos,SEARCH,4845.0,178.5,178.5,17.0,17.0,189.38
Intelbras - Energia Solar (A7B),2022-11-17,[ES - OG] Leads (Search) - Simulador Solar,SEARCH,75760.5,6851.0,6851.0,2424.03,2424.03,8435.74
Intelbras - Comunicação (A7B),2022-11-17,[HO] Search - Izy Play,SEARCH,6587.5,238.0,238.0,0.0,0.0,421.855
Intelbras - Solução Residencial (A7B),2022-11-17,AT - Sol. Residenciais - Venda - Casa Inteligente - Segurança - Específica - Jun/22,SEARCH,41616.0,2524.5,2524.5,8.5,8.5,1380.74
Intelbras - Solução Residencial (A7B),2022-11-17,AT - Sol. Residenciais - Venda - Casa Inteligente - Energia - Específica - Jun/22,SEARCH,29036.0,833.0,833.0,0.0,0.0,1471.265
Intelbras - Segurança (A7B),2022-11-17,[SEG - AS] Leads (Search) - Série 8000,SEARCH,24276.0,1742.5,1742.5,25.5,25.5,1009.545
Intelbras - Solução Residencial (A7B),2022-11-17,AT - Sol. Residenciais - Venda - Casa Inteligente - Iluminação - Específica - Jun/22,SEARCH,23477.0,1139.0,1139.0,0.0,0.0,1300.84
Intelbras - E-commerce (A7B),2022-11-17,PMax: Soluções Residenciais - Smart Shopping - Casa Inteligente - Demais Produtos - 06/2022,MIXED,221616.0,3040.0,3040.0,64.240000000000009,64.240000000000009,2278.879088
Intelbras - Redes (A7B),2022-11-17,[REDES - FIBRA-ÓPTICA] TRÁFEGO (display) - Fibra Óptica,CONTENT,756.5,102.0,102.0,68.0,68.0,646.0
Intelbras - Segurança (A7B),2022-11-17,[SEG - TMR] Tráfego (Discovery) - Micro SD,MIXED,10591.0,102.0,1581.0,0.0,0.0,375.064795
Intelbras - Redes (A7B),2022-11-17,[REDES - FIBRA-ÓPTICA] CONSIDERAÇÃO (youtube) - Fibra Óptica,YOUTUBE_WATCH,21743.0,59.5,11084.0,0.0,0.0,501.622264
Intelbras - Controle de Acesso (A7B),2022-11-17,[CONT-ACESS - AUT-PORTÕES] CONSIDERAÇÃO (youtube) - Automatizadores Awareness,YOUTUBE_WATCH,26384.0,153.0,14781.5,0.0,0.0,483.0059295
Intelbras - E-commerce (A7B),2022-11-17,[EN - FT] Purchase (Search) - Acessórios USB,SEARCH,3918.5,59.5,59.5,0.0,0.0,16.235
Intelbras - Redes (A7B),2022-11-17,[REDES - HOME-OFFICE] TRÁFEGO (search) - Lançamento Roteador RX 1500,SEARCH,10616.5,654.5,654.5,76.5,76.5,776.135
Intelbras - Comunicação (A7B),2022-11-17,[CO] Tráfego (Search) - GW 208 O,SEARCH,14348.0,561.0,561.0,42.5,42.5,355.725
Intelbras - Controle de Acesso (A7B),2022-11-17,[CONT-ACESS - HOME-OFFICE] TRÁFEGO (search) - Allo Box,SEARCH,32062.0,1504.5,1504.5,153.0,153.0,2823.7
Intelbras - Solução Residencial (A7B),2022-11-17,AT - Sol. Residenciais - Venda - Casa Inteligente - Iluminação - Genérica - Jun/22,SEARCH,16779.0,816.0,816.0,0.0,0.0,1262.08
Intelbras - Solução Residencial (A7B),2022-11-17,AT - Sol. Residenciais - Venda - Casa Inteligente - Institucional - Jun/22,SEARCH,16566.5,1258.0,1258.0,0.0,0.0,1283.415
Intelbras - Energia Solar (A7B),2022-11-17,[ES - OG] Lead (Search) - SeP Agronegocio,SEARCH,6944.5,340.0,340.0,0.0,0.0,854.59
Intelbras - Comunicação (A7B),2022-11-17,[CM - PRF] Tráfego (Search) - Ambiente de trabalho,SEARCH,49351.0,909.5,909.5,0.0,0.0,676.515
Intelbras - E-commerce (A7B),2022-11-17,PMax: [E-COMMERCE] Outras Categorias - Conversão,MIXED,1233776.0,16416.0,16416.0,515.67999999999972,515.67999999999972,11566.416776
Intelbras - E-commerce (A7B),2022-11-17,[E-COMMERCE] PMax: Outras Categorias - Conversão,MIXED,77111.0,1026.0,1026.0,32.230000000000004,32.230000000000004,722.9010485
Intelbras - Comunicação (A7B),2022-11-17,[CM - EC] Conversão (PMAX) - Wide Voice,MIXED,5440.0,238.0,731.0,8.5,8.5,304.008127
Intelbras - Solução Residencial (A7B),2022-11-17,AT - Sol. Residenciais - Venda - Casa Inteligente  - Display - Jul/22,CONTENT,220354.0,1071.0,1130.5,0.0,0.0,1461.6922065
Intelbras - Energia Solar (A7B),2022-11-17,[ES - OG] Consideração (In-stream) - Revenda Solar,YOUTUBE_WATCH,76304.5,85.0,58267.5,0.0,0.0,648.3548145
Intelbras - E-commerce (A7B),2022-11-17,PMax: Soluções Residenciais - Smart Shopping - Fechadura Eletrônica - Casa Inteligente - 06/2022,MIXED,43944.0,448.0,448.0,0.0,0.0,258.319
Intelbras - E-commerce (A7B),2022-11-17,Parceiros - Compra Fácil - Com Instalação - Cidades Pequenas,MIXED,15040.0,384.0,384.0,0.0,0.0,82.92172
Intelbras - Energia Solar (A7B),2022-11-17,[ES - OG] Leads (PMAX) - Simulador Solar,MIXED,3600523.5,13192.0,13192.0,1147.5,1147.5,6130.6503725
Intelbras - Redes (A7B),2022-11-17,[REDES - HOME-OFFICE] TRÁFEGO (display) - Roteadores Residenciais - Wi-Force,CONTENT,9426.5,314.5,314.5,41.564999999999991,41.564999999999991,941.7973565
Intelbras - Redes (A7B),2022-11-17,[REDES - HOME-OFFICE] ALCANCE - Roteadores Residenciais - Twibi,YOUTUBE_WATCH,63979.5,68.0,68.0,0.0,0.0,335.617281
Intelbras - Segurança (A7B),2022-11-17,[SEG - AS] Leads (Search) - Série 8000,CONTENT,442.0,0.0,0.0,0.0,0.0,0.0
Intelbras - Segurança (A7B),2022-11-17,[SEG - CFTVIP] YouTube (Bumper) - CFTV IP Live,YOUTUBE_WATCH,3472.5,0.0,0.0,0.0,0.0,27.5115975
Intelbras - Redes (A7B),2022-11-17,[REDES - HOME-OFFICE] TRÁFEGO (search) - Wi-Force W5 1200 G,SEARCH,10013.0,875.5,875.5,83.469999999999942,83.469999999999942,380.46
Intelbras - Redes (A7B),2022-11-17,[REDES - FIBRA-ÓPTICA] TRÁFEGO (search) - Fibra Óptica,SEARCH,30302.5,1088.0,1088.0,34.0,34.0,2305.88
Intelbras - Redes (A7B),2022-11-17,[REDES - CAB-ESTRUT] TRÁFEGO (search) - Racks e Acessórios,SEARCH,10803.5,425.0,425.0,34.0,34.0,370.855
Intelbras - Segurança (A7B),2022-11-17,[SEG - TMR] Tráfego (Search) - TMR,SEARCH,23579.0,595.0,595.0,0.0,0.0,134.045
Intelbras - Controle de Acesso (A7B),2022-11-17,[CONT-ACESS - INC-ILU] TRÁFEGO (search) - Incêndio,SEARCH,11313.5,748.0,748.0,76.5,76.5,731.935
Intelbras - Solução Residencial (A7B),2022-11-17,AT - Sol. Residenciais - Venda - Casa Inteligente - Lar e Entretenimento - Específica - Jun/22,SEARCH,57094.5,1496.0,1496.0,17.0,17.0,1220.43
Intelbras - Solução Residencial (A7B),2022-11-17,AT - Sol. Residenciais - Venda - Casa Inteligente - Segurança - Genérica - Jun/22,SEARCH,29512.0,1411.0,1411.0,8.5,8.5,1707.82
Intelbras - E-commerce (A7B),2022-11-17,[Casa Inteligente] PMax: Soluções Residenciais - Smart Shopping - Casa Inteligente - Demais Produtos - 06/2022,MIXED,13851.0,190.0,190.0,4.0150000000000006,4.0150000000000006,142.429943
Intelbras - E-commerce (A7B),2022-11-17,Energia Solar - Pmax - Luminárias Solares,MIXED,91621.5,1368.5,1368.5,0.0,0.0,1165.1796515
Intelbras - Controle de Acesso (A7B),2022-11-17,[CONT-ACESS - HOME-OFFICE] ALCANCE (youtube) - Allo Box,YOUTUBE_WATCH,96585.5,8.5,58794.5,0.0,0.0,398.654862
Intelbras - Redes (A7B),2022-11-16,[REDES - HOME-OFFICE] ALCANCE - Roteadores Residenciais - Twibi,YOUTUBE_WATCH,61608.0,25.5,25.5,0.0,0.0,334.904505
Intelbras - Segurança (A7B),2022-11-16,[SEG - CFTVIP] (Bumper) - CFTV IP Live,YOUTUBE_WATCH,8612.0,17.0,17.0,2.0,2.0,67.089078
Intelbras - Segurança (A7B),2022-11-16,[SEG - AS] Leads (Search) - Série 8000,CONTENT,1334.5,8.5,8.5,0.0,0.0,16.4770885
Intelbras - Solução Residencial (A7B),2022-11-16,AT - Sol. Residenciais - Venda - Casa Inteligente - Institucional - Jun/22,SEARCH,17365.5,1249.5,1249.5,0.0,0.0,1341.64
Intelbras - Comunicação (A7B),2022-11-16,[CO] Tráfego (Search) - GW 208 O,SEARCH,11653.5,646.0,646.0,25.5,25.5,366.605
Intelbras - Controle de Acesso (A7B),2022-11-16,[CONT-ACESS - INC-ILU] TRÁFEGO (search) - Incêndio,SEARCH,8925.0,731.0,731.0,57.460000000000008,57.460000000000008,776.305
Intelbras - Redes (A7B),2022-11-16,[REDES - HOME-OFFICE] TRÁFEGO (search) - Lançamento Roteador RX 1500,SEARCH,12580.0,680.0,680.0,76.5,76.5,892.5
Intelbras - E-commerce (A7B),2022-11-16,[E-COMMERCE] Institucional - Conversão,SEARCH,305864.0,27276.5,27276.5,102.0,102.0,3482.875
Intelbras - Redes (A7B),2022-11-16,[REDES - EMP-CORP] TRÁFEGO (display) - Redes Empresariais,CONTENT,395318.0,7998.5,7998.5,170.67999999999998,170.67999999999998,4513.201412
Intelbras - Energia Solar (A7B),2022-11-16,[ES - OG] Consideração (In-stream) - Revenda Solar,YOUTUBE_WATCH,77503.0,42.5,57757.5,0.0,0.0,640.555325
Intelbras - E-commerce (A7B),2022-11-16,PMax: Soluções Residenciais - Smart Shopping - Fechadura Eletrônica - Casa Inteligente - 06/2022,MIXED,54392.0,624.0,624.0,0.0,0.0,443.805288
Intelbras - E-commerce (A7B),2022-11-16,Parceiros - Compra Fácil - Com Instalação - Cidades Pequenas,MIXED,15088.0,224.0,224.0,0.0,0.0,45.92332
Intelbras - Solução Residencial (A7B),2022-11-16,AT - Sol. Residenciais - Venda - Casa Inteligente  - Display - Jul/22,CONTENT,245344.0,1615.0,1717.0,0.0,0.0,1452.1508375
Intelbras - Solução Residencial (A7B),2022-11-16,AT - Sol. Residenciais - Venda - Casa Inteligente - Display Remarketing - Jul/22,CONTENT,86122.0,1504.5,1504.5,0.0,0.0,1469.433539
Intelbras - E-commerce (A7B),2022-11-16,[EN - FT] Purchase (Display) - Acessórios USB,CONTENT,569.5,0.0,0.0,0.0,0.0,0.0
Intelbras - Energia Solar (A7B),2022-11-16,[ES - OG] Reconhecimento (Bumper) - Simulador Solar,YOUTUBE_WATCH,503497.5,25.5,25.5,0.0,0.0,1261.428135
Intelbras - Redes (A7B),2022-11-16,[REDES - HOME-OFFICE] TRÁFEGO (display) - Roteadores Residenciais - Wi-Force,CONTENT,39661.0,748.0,748.0,58.225,58.225,951.0377745
Intelbras - Segurança (A7B),2022-11-16,[SEG - CFTVIP] Remarketing (Display) - CFTV IP Live,CONTENT,266262.5,2728.5,2728.5,25.5,25.5,1017.6415645
Intelbras - Solução Residencial (A7B),2022-11-16,AT - Sol. Residenciais - Venda - Casa Inteligente - Energia - Específica - Jun/22,SEARCH,21794.0,909.5,909.5,0.0,0.0,1488.69
Intelbras - E-commerce (A7B),2022-11-16,[EN - FT] Purchase (Search) - Acessórios USB,SEARCH,4224.5,59.5,59.5,0.0,0.0,14.62
Intelbras - Energia Solar (A7B),2022-11-16,[ES - OG] Leads (Search) - Simulador Solar,SEARCH,77571.0,6681.0,6681.0,2393.005,2393.005,8179.38
Intelbras - Energia Solar (A7B),2022-11-16,[ES - OG] Lead (Search) - SeP Agronegocio,SEARCH,6417.5,229.5,229.5,0.0,0.0,532.44
Intelbras - Energia Solar (A7B),2022-11-16,[ES - OG] Leads (Search) - Revenda Solar,SEARCH,8653.0,459.0,459.0,28.304999999999986,28.304999999999986,944.945
Intelbras - Redes (A7B),2022-11-16,[REDES - CAB-ESTRUT] TRÁFEGO (search) - Cabos e passivos,SEARCH,6383.5,255.0,255.0,8.5,8.5,271.66
Intelbras - Redes (A7B),2022-11-16,[REDES - CAB-ESTRUT] TRÁFEGO (search) - Racks e Acessórios,SEARCH,12656.5,654.5,654.5,102.0,102.0,648.55
Intelbras - Solução Residencial (A7B),2022-11-16,AT - Sol. Residenciais - Venda - Casa Inteligente - Segurança - Genérica - Jun/22,SEARCH,25874.0,1615.0,1615.0,0.0,0.0,1374.365
Intelbras - E-commerce (A7B),2022-11-16,[Casa Inteligente] PMax: Soluções Residenciais - Smart Shopping - Lâmpada Inteligente - Casa Inteligente - 06/2022,MIXED,13729.0,183.0,183.0,0.08,0.08,139.105605
Intelbras - E-commerce (A7B),2022-11-16,PMax: Soluções Residenciais - Smart Shopping - Casa Inteligente - Demais Produtos - 06/2022,MIXED,338072.0,4304.0,4304.0,44.959999999999987,44.959999999999987,3669.927416
Intelbras - Energia Solar (A7B),2022-11-16,[ES - OG] Remarketing (Display) - Simulador Solar,CONTENT,29988.0,3510.5,3510.5,59.5,59.5,223.125
Intelbras - Redes (A7B),2022-11-16,[REDES - FIBRA-ÓPTICA] TRÁFEGO (display) - Fibra Óptica,CONTENT,2023.0,136.0,136.0,51.0,51.0,484.5
Intelbras - Controle de Acesso (A7B),2022-11-16,[CONT-ACESS - AUT-PORTÕES] CONSIDERAÇÃO (youtube) - Automatizadores Awareness,YOUTUBE_WATCH,25993.0,102.0,14450.0,0.0,0.0,483.7482515
Intelbras - Controle de Acesso (A7B),2022-11-16,[CONT-ACESS - HOME-OFFICE] ALCANCE (youtube) - Allo Box,YOUTUBE_WATCH,98804.0,0.0,60486.0,0.0,0.0,399.1076655
Intelbras - E-commerce (A7B),2022-11-16,[Casa Inteligente] PMax: Soluções Residenciais - Smart Shopping - Fechadura Eletrônica - Casa Inteligente - 06/2022,MIXED,3399.5,39.0,39.0,0.0,0.0,27.7378305
Intelbras - E-commerce (A7B),2022-11-16,Energia Solar - Pmax - Luminárias Solares,MIXED,118226.5,1844.5,1844.5,14.195000000000004,14.195000000000004,1420.387927
Intelbras - E-commerce (A7B),2022-11-16,[E-Commerce] Parceiros - Compra Fácil - Com Instalação - Cidades Pequenas,MIXED,943.0,14.0,14.0,0.0,0.0,2.8702075
Intelbras - Segurança (A7B),2022-11-16,[SEG - TMR] Tráfego (Discovery) - Micro SD,MIXED,14535.0,34.0,1946.5,0.0,0.0,373.1990875
Intelbras - Solução Grandes Empresas (A7B),2022-11-16,AT - Soluções Agro - Reconhecimento de Marca,CONTENT,294635.5,357.0,357.0,0.0,0.0,220.7523355
Intelbras - Segurança (A7B),2022-11-16,[SEG - CFTVIP] YouTube (Bumper) - CFTV IP Live,YOUTUBE_WATCH,64590.0,127.5,127.5,15.0,15.0,503.168085
Intelbras - Solução Residencial (A7B),2022-11-16,AT - Sol. Residenciais - Venda - Casa Inteligente - Iluminação - Específica - Jun/22,SEARCH,30974.0,1045.5,1045.5,17.0,17.0,1266.925
Intelbras - Redes (A7B),2022-11-16,[REDES - HOME-OFFICE] TRÁFEGO (search) - Wi-Force W5 1200 G,SEARCH,9639.0,986.0,986.0,117.47,117.47,358.53
Intelbras - Redes (A7B),2022-11-16,[REDES - HOME-OFFICE] TRÁFEGO (search) - Roteadores Residenciais - Twibi,SEARCH,21870.5,1181.5,1181.5,76.5,76.5,861.73
Intelbras - Segurança (A7B),2022-11-16,[SEG - TMR] Tráfego (Search) - BodyCam,SEARCH,4445.5,187.0,187.0,0.0,0.0,125.715
Intelbras - Segurança (A7B),2022-11-16,[SEG - TMR] Tráfego (Search) - Micro SD,SEARCH,28237.0,790.5,790.5,0.0,0.0,321.3
